Meso_region_geo,State,Year,AP_ha,AC_ha,QP_ton,RMP_kgha,VP_pct
Leste Potiguar,RN,2015,3231,2431,1096,451,0.4
Sertão Paraibano,PB,2015,24351,17377,1276,73,15.64
Borborema,PB,2015,8361,2022,195,96,3.61
Agreste Paraibano,PB,2015,29970,26371,4976,189,5.33
Mata Paraibana,PB,2015,1668,1668,572,343,0.18
Sertão Pernambucano,PE,2015,104430,26098,3414,131,5.63
São Francisco Pernambucano,PE,2015,18420,7530,878,117,2.62
Agreste Pernambucano,PE,2015,65490,59303,28939,488,26.1
Mata Pernambucana,PE,2015,783,783,329,420,0.1
Metropolitana de Recife,PE,2015,-,-,-,-,-
Sertão Alagoano,AL,2015,34303,17748,2922,165,41.11
Agreste Alagoano,AL,2015,12133,11304,5404,478,6.76
Leste Alagoano,AL,2015,3151,3151,2326,738,0.26
Sertão Sergipano,SE,2015,5690,2810,2330,829,2.19
Agreste Sergipano,SE,2015,7115,5385,4404,818,2.15
Leste Sergipano,SE,2015,2108,1883,1258,668,0.89
Extremo Oeste Baiano,BA,2015,113365,107555,193406,1798,3.06
Vale São-Franciscano da Bahia,BA,2015,36641,33296,11204,336,6.02
Centro Norte Baiano,BA,2015,129554,99102,43802,442,10.64
Nordeste Baiano,BA,2015,170712,166614,131956,792,36.57
Metropolitana de Salvador,BA,2015,5992,5992,4182,698,3.46
Centro Sul Baiano,BA,2015,104464,91141,26552,291,4.32
Sul Baiano,BA,2015,3396,3376,2394,709,1.09
Noroeste de Minas,MG,2015,96510,96510,216016,2238,16.73
Norte de Minas,MG,2015,34429,26362,22137,840,8.78
Jequitinhonha,MG,2015,12640,9878,6280,636,12.31
Vale do Mucuri,MG,2015,2873,2873,2431,846,6.06
Triângulo Mineiro/Alto Paranaíba,MG,2015,33338,33338,70955,2128,1.91
Central Mineira,MG,2015,4687,4687,9037,1928,5.66
Metropolitana de Belo Horizonte,MG,2015,11783,11731,10151,865,7.98
Vale do Rio Doce,MG,2015,15693,15107,12620,835,12
Oeste de Minas,MG,2015,22662,22512,32577,1447,12
Sul/Sudoeste de Minas,MG,2015,52720,51705,63657,1231,8.01
Campo das Vertentes,MG,2015,27098,26558,34474,1298,21.18
Zona da Mata,MG,2015,32325,32274,28829,893,21.64
Noroeste Espírito-santense,ES,2015,1528,1212,1011,834,14.89
Litoral Norte Espírito-santense,ES,2015,1712,1712,1985,1159,3.35
Central Espírito-santense,ES,2015,6457,6435,8134,1264,7.32
Sul Espírito-santense,ES,2015,4686,3750,2353,627,4.45
Noroeste Fluminense,RJ,2015,725,725,617,851,1.11
Norte Fluminense,RJ,2015,289,264,397,1504,0.21
Centro Fluminense,RJ,2015,299,299,359,1201,0.59
Baixadas,RJ,2015,156,131,133,1015,1.24
Sul Fluminense,RJ,2015,181,170,170,1000,5.92
Metropolitana do Rio de Janeiro,RJ,2015,110,110,134,1218,0.18
São José do Rio Preto,SP,2015,1030,1030,1579,1533,0.08
Ribeirão Preto,SP,2015,5249,5249,12945,2466,0.44
Araçatuba,SP,2015,2764,2764,8471,3065,1.03
Bauru,SP,2015,16780,16780,44055,2625,2.29
Araraquara,SP,2015,153,153,193,1261,0.02
Piracicaba,SP,2015,465,465,681,1465,0.11
Campinas,SP,2015,12577,12577,30547,2429,3.17
Presidente Prudente,SP,2015,2721,2721,3686,1355,0.28
Marília,SP,2015,444,444,484,1090,0.14
Assis,SP,2015,10600,10600,22091,2084,1.84
Itapetininga,SP,2015,36440,36320,101429,2793,6.51
Macro Metropolitana Paulista,SP,2015,4135,4135,8208,1985,3.32
Vale do Paraíba Paulista,SP,2015,988,988,1192,1206,3.8
Litoral Sul Paulista,SP,2015,220,220,148,673,2.61
Metropolitana de São Paulo,SP,2015,168,168,290,1726,1.75
Noroeste Paranaense,PR,2015,1087,1087,950,874,7.00E-02
Centro Ocidental Paranaense,PR,2015,3994,3994,6206,1554,0.37
Norte Central Paranaense,PR,2015,17819,17819,20272,1138,0.82
Norte Pioneiro Paranaense,PR,2015,25594,25594,31215,1220,2.33
Centro Oriental Paranaense,PR,2015,70643,70643,148668,2104,10.21
Oeste Paranaense,PR,2015,24269,24269,38907,1603,1.13
Sudoeste Paranaense,PR,2015,70380,70380,130962,1861,9.27
Centro-Sul Paranaense,PR,2015,38249,38194,64759,1696,4.18
Sudeste Paranaense,PR,2015,118950,117860,185538,1574,13.44
Metropolitana de Curitiba,PR,2015,51108,51108,98736,1932,12.67
Oeste Catarinense,SC,2015,26512,26512,49289,1859,3.96
Norte Catarinense,SC,2015,10414,10414,19187,1842,2.64
Serrana,SC,2015,27145,27145,53278,1963,11.37
Vale do Itajaí,SC,2015,4698,4336,6724,1551,1.24
Grande Florianópolis,SC,2015,1238,1238,1576,1273,1.1
Sul Catarinense,SC,2015,7044,7044,8722,1238,2.1
Noroeste Rio-grandense,RS,2015,32583,32303,46421,1437,0.75
Nordeste Rio-grandense,RS,2015,9347,9347,20108,2151,2.42
Centro Ocidental Rio-grandense,RS,2015,5053,4773,6833,1432,0.41
Centro Oriental Rio-grandense,RS,2015,7340,7240,8807,1216,0.73
Metropolitana de Porto Alegre,RS,2015,7355,7355,7759,1055,0.81
Sudoeste Rio-grandense,RS,2015,430,430,624,1451,0.03
Sudeste Rio-grandense,RS,2015,5140,5140,4797,933,0.38
Pantanais Sul Mato-grossense,MS,2015,300,300,224,747,0.36
Centro Norte de Mato Grosso do Sul,MS,2015,2267,2267,3853,1700,0.25
Leste de Mato Grosso do Sul,MS,2015,2127,2079,3906,1879,0.33
Sudoeste de Mato Grosso do Sul,MS,2015,11758,11758,19074,1622,0.36
Norte Mato-grossense,MT,2015,175989,175989,233211,1325,1.49
Nordeste Mato-grossense,MT,2015,19857,19857,24472,1232,0.47
Sudoeste Mato-grossense,MT,2015,5350,5350,6670,1247,0.86
Centro-Sul Mato-grossense,MT,2015,213,213,308,1446,7.00E-02
Sudeste Mato-grossense,MT,2015,38432,38432,54220,1411,0.96
Noroeste Goiano,GO,2015,8167,8167,17127,2097,10.58
Norte Goiano,GO,2015,17675,17607,38450,2184,13.69
Centro Goiano,GO,2015,1948,1948,3702,1900,0.59
Leste Goiano,GO,2015,61983,61796,151746,2456,10.86
Sul Goiano,GO,2015,33279,33279,78438,2357,1.39
Distrito Federal,DF,2015,15708,15708,33496,2132,14.28
Madeira-Guaporé,RO,2016,621,621,525,845,0.62
Leste Rondoniense,RO,2016,18169,18141,12798,705,2.1
Vale do Juruá,AC,2016,3510,3510,2086,594,5.62
Vale do Acre,AC,2016,4030,4030,2358,585,5.95
Norte Amazonense,AM,2016,26,26,21,808,0.04
Sudoeste Amazonense,AM,2016,334,327,229,700,0.71
Centro Amazonense,AM,2016,1203,1198,1004,838,0.29
Sul Amazonense,AM,2016,725,725,750,1034,0.81
Norte de Roraima,RR,2016,1655,1645,1019,619,1.29
Sul de Roraima,RR,2016,839,839,594,708,4.32
Baixo Amazonas,PA,2016,4085,4085,2515,616,1.32
Marajó,PA,2016,62,53,34,642,0.08
Metropolitana de Belém,PA,2016,815,815,449,551,0.88
Nordeste Paraense,PA,2016,14301,14261,13334,935,4.68
Sudoeste Paraense,PA,2016,5520,5520,3882,703,4.33
Sudeste Paraense,PA,2016,6578,6578,3852,586,0.56
Norte do Amapá,AP,2016,373,365,295,808,0.91
Sul do Amapá,AP,2016,927,893,805,901,0.98
Ocidental do Tocantins,TO,2016,14854,14854,15825,1065,1.73
Oriental do Tocantins,TO,2016,2125,2125,2188,1030,0.26
Norte Maranhense,MA,2016,8376,8376,3832,457,3.37
Oeste Maranhense,MA,2016,14577,14577,7452,511,5.03
Centro Maranhense,MA,2016,17487,15775,6845,434,8.12
Leste Maranhense,MA,2016,20446,20304,7993,394,4.16
Sul Maranhense,MA,2016,10916,10916,7654,701,1.01
Norte Piauiense,PI,2016,23480,23468,4690,200,16.48
Centro-Norte Piauiense,PI,2016,36496,36068,4273,118,9.58
Sudoeste Piauiense,PI,2016,56908,36386,6241,172,1.86
Sudeste Piauiense,PI,2016,102803,67614,6755,100,34.14
Noroeste Cearense,CE,2016,107774,107774,16838,156,15.77
Norte Cearense,CE,2016,71933,71903,9908,138,30.59
Metropolitana de Fortaleza,CE,2016,7112,7112,800,112,23.15
Sertões Cearenses,CE,2016,129059,129059,16830,130,58.73
Jaguaribe,CE,2016,26724,26719,5048,189,14.45
Centro-Sul Cearense,CE,2016,16750,16750,2412,144,46.83
Sul Cearense,CE,2016,24348,24344,4833,199,20.92
Oeste Potiguar,RN,2016,14500,3064,1069,349,1
Central Potiguar,RN,2016,8633,2741,581,212,6.38
Agreste Potiguar,RN,2016,11190,4134,894,216,4.33
Leste Potiguar,RN,2016,2370,1961,940,479,0.88
Sertão Paraibano,PB,2016,24822,23905,2854,119,31.92
Borborema,PB,2016,13547,9756,479,49,13.27
Agreste Paraibano,PB,2016,41675,35002,5356,153,10.11
Mata Paraibana,PB,2016,1652,1652,660,400,0.24
Sertão Pernambucano,PE,2016,115690,46681,6284,135,33.48
São Francisco Pernambucano,PE,2016,18910,3181,356,112,2.88
Agreste Pernambucano,PE,2016,104635,67239,17878,266,34.24
Mata Pernambucana,PE,2016,801,801,335,418,0.09
Metropolitana de Recife,PE,2016,-,-,-,-,-
Sertão Alagoano,AL,2016,20586,1503,64,43,6.73
Agreste Alagoano,AL,2016,12377,5949,2772,466,9.12
Leste Alagoano,AL,2016,4903,4789,2912,608,0.74
Sertão Sergipano,SE,2016,4255,595,1008,1694,3.99
Agreste Sergipano,SE,2016,7087,2792,703,252,1.29
Leste Sergipano,SE,2016,2038,1899,932,491,1.44
Extremo Oeste Baiano,BA,2016,50466,50466,58826,1166,3.91
Vale São-Franciscano da Bahia,BA,2016,35064,33515,10612,317,5.54
Centro Norte Baiano,BA,2016,60830,43385,15442,356,10.73
Nordeste Baiano,BA,2016,132530,106325,27052,254,34.43
Metropolitana de Salvador,BA,2016,5462,5462,3518,644,9.78
Centro Sul Baiano,BA,2016,84115,70189,27206,388,8.54
Sul Baiano,BA,2016,3060,3060,1983,648,1.43
Noroeste de Minas,MG,2016,84621,84621,204734,2419,23.54
Norte de Minas,MG,2016,40374,30996,35321,1140,17.22
Jequitinhonha,MG,2016,12319,10354,7060,682,17.72
Vale do Mucuri,MG,2016,2714,2409,1655,687,8.21
Triângulo Mineiro/Alto Paranaíba,MG,2016,40544,39911,85502,2142,3.11
Central Mineira,MG,2016,6370,6224,14210,2283,13.95
Metropolitana de Belo Horizonte,MG,2016,10833,10711,10023,936,11.05
Vale do Rio Doce,MG,2016,14506,13593,10147,746,14.63
Oeste de Minas,MG,2016,22584,22549,33044,1465,16.79
Sul/Sudoeste de Minas,MG,2016,53983,53400,65391,1225,9.47
Campo das Vertentes,MG,2016,22587,22587,30784,1363,20.2
Zona da Mata,MG,2016,28492,27150,24517,903,25.34
Noroeste Espírito-santense,ES,2016,391,391,379,969,9.7
Litoral Norte Espírito-santense,ES,2016,821,817,1163,1424,3.44
Central Espírito-santense,ES,2016,5042,4976,6790,1365,6.74
Sul Espírito-santense,ES,2016,4249,4146,2511,606,4.68
Noroeste Fluminense,RJ,2016,699,699,614,878,1.34
Norte Fluminense,RJ,2016,381,381,494,1297,0.37
Centro Fluminense,RJ,2016,260,260,275,1058,0.37
Baixadas,RJ,2016,105,71,59,831,0.38
Sul Fluminense,RJ,2016,159,159,164,1031,4.64
Metropolitana do Rio de Janeiro,RJ,2016,116,116,111,957,0.15
São José do Rio Preto,SP,2016,2400,2400,5164,2152,0.42
Ribeirão Preto,SP,2016,7156,7156,17662,2468,1.34
Araçatuba,SP,2016,2246,2246,4502,2004,0.76
Bauru,SP,2016,18604,18594,54645,2939,6.11
Araraquara,SP,2016,380,380,778,2047,0.13
Piracicaba,SP,2016,680,680,649,954,0.16
Campinas,SP,2016,9516,9516,22986,2416,5.88
Presidente Prudente,SP,2016,1811,1811,2196,1213,0.21
Marília,SP,2016,797,797,873,1095,0.37
Assis,SP,2016,8106,7856,16011,2038,1.63
Itapetininga,SP,2016,56281,56275,175510,3119,14.17
Macro Metropolitana Paulista,SP,2016,3336,3336,6569,1969,5.03
Vale do Paraíba Paulista,SP,2016,701,688,773,1124,2.1
Litoral Sul Paulista,SP,2016,265,265,258,974,3.12
Metropolitana de São Paulo,SP,2016,138,136,237,1743,2.38
Noroeste Paranaense,PR,2016,637,637,516,810,0.05
Centro Ocidental Paranaense,PR,2016,6212,6212,8052,1296,0.94
Norte Central Paranaense,PR,2016,11715,11715,15546,1327,1.17
Norte Pioneiro Paranaense,PR,2016,21157,19539,31223,1598,2.99
Centro Oriental Paranaense,PR,2016,76130,75760,130190,1718,11.44
Oeste Paranaense,PR,2016,15217,14917,26534,1779,1.22
Sudoeste Paranaense,PR,2016,61210,59810,82080,1372,12.22
Centro-Sul Paranaense,PR,2016,36398,35618,59976,1684,5.68
Sudeste Paranaense,PR,2016,111190,108215,151588,1401,11.56
Metropolitana de Curitiba,PR,2016,46511,46511,89505,1924,12.88
Oeste Catarinense,SC,2016,25723,25691,48523,1889,4.52
Norte Catarinense,SC,2016,10039,8809,13629,1547,2.01
Serrana,SC,2016,24727,24727,46869,1895,8.62
Vale do Itajaí,SC,2016,4880,4017,5275,1313,1.13
Grande Florianópolis,SC,2016,1203,1143,1423,1245,1.07
Sul Catarinense,SC,2016,7151,6951,7742,1114,1.82
Noroeste Rio-grandense,RS,2016,27819,27749,39467,1422,0.6
Nordeste Rio-grandense,RS,2016,13462,13462,28534,2120,2.38
Centro Ocidental Rio-grandense,RS,2016,3332,3041,3325,1093,0.31
Centro Oriental Rio-grandense,RS,2016,5963,5898,6281,1065,0.51
Metropolitana de Porto Alegre,RS,2016,6506,6506,5979,919,0.69
Sudoeste Rio-grandense,RS,2016,180,180,212,1178,0.01
Sudeste Rio-grandense,RS,2016,4078,4053,3932,970,0.35
Pantanais Sul Mato-grossense,MS,2016,295,225,171,760,0.58
Centro Norte de Mato Grosso do Sul,MS,2016,2125,1898,1904,1003,0.39
Leste de Mato Grosso do Sul,MS,2016,4883,4883,5872,1203,1.4
Sudoeste de Mato Grosso do Sul,MS,2016,8632,8213,8499,1035,0.39
Norte Mato-grossense,MT,2016,180427,164907,151705,920,2.55
Nordeste Mato-grossense,MT,2016,22431,14514,11163,769,0.38
Sudoeste Mato-grossense,MT,2016,2530,2528,2885,1141,0.91
Centro-Sul Mato-grossense,MT,2016,23,23,15,652,0
Sudeste Mato-grossense,MT,2016,46261,43711,65129,1490,1.99
Noroeste Goiano,GO,2016,7478,7478,16125,2156,13.8
Norte Goiano,GO,2016,14385,14285,33338,2334,18.66
Centro Goiano,GO,2016,3390,3390,9772,2883,1.41
Leste Goiano,GO,2016,67130,67130,156775,2335,18.06
Sul Goiano,GO,2016,50867,50867,114274,2247,2.7
Distrito Federal,DF,2016,16100,16100,25795,1602,14.15
Madeira-Guaporé,RO,2017,806,806,601,746,0.61
Leste Rondoniense,RO,2017,16704,16680,15940,956,5.25
Vale do Juruá,AC,2017,2931,2931,1655,565,4.6
Vale do Acre,AC,2017,3975,3975,2252,567,4.77
Norte Amazonense,AM,2017,10,10,26,2600,0.2
Sudoeste Amazonense,AM,2017,228,227,253,1115,0.77
Centro Amazonense,AM,2017,725,720,981,1363,0.25
Sul Amazonense,AM,2017,829,814,961,1181,0.87
Norte de Roraima,RR,2017,1486,1456,1489,1023,0.91
Sul de Roraima,RR,2017,398,398,227,570,1.2
Baixo Amazonas,PA,2017,3512,3502,2303,658,0.96
Marajó,PA,2017,62,62,39,629,0.08
Metropolitana de Belém,PA,2017,690,690,588,852,2.28
Nordeste Paraense,PA,2017,16531,16531,16125,975,3.94
Sudoeste Paraense,PA,2017,5404,5404,3729,690,3.36
Sudeste Paraense,PA,2017,7279,7279,5096,700,0.7
Norte do Amapá,AP,2017,394,386,340,881,0.92
Sul do Amapá,AP,2017,1018,964,934,969,1.01
Ocidental do Tocantins,TO,2017,16792,16792,13276,791,1.12
Oriental do Tocantins,TO,2017,1783,1783,1750,981,0.28
Norte Maranhense,MA,2017,8336,8336,3765,452,4.52
Oeste Maranhense,MA,2017,13852,13852,7009,506,4.94
Centro Maranhense,MA,2017,16247,16247,7704,474,6.82
Leste Maranhense,MA,2017,19053,19053,8945,469,3.25
Sul Maranhense,MA,2017,16644,16644,16031,963,1.13
Norte Piauiense,PI,2017,25164,25164,9899,393,19.94
Centro-Norte Piauiense,PI,2017,37807,37807,12783,338,16.34
Sudoeste Piauiense,PI,2017,60378,60378,28892,479,2.95
Sudeste Piauiense,PI,2017,110875,94761,17079,180,56.79
Noroeste Cearense,CE,2017,119578,119576,31320,262,13.86
Norte Cearense,CE,2017,92186,92186,28172,306,31.51
Metropolitana de Fortaleza,CE,2017,6787,6787,2195,323,16.61
Sertões Cearenses,CE,2017,140073,140073,37672,269,52.61
Jaguaribe,CE,2017,32067,32067,9454,295,19.7
Centro-Sul Cearense,CE,2017,19436,19436,5041,259,31.98
Sul Cearense,CE,2017,35769,35769,19487,545,22.52
Oeste Potiguar,RN,2017,23322,15456,5717,370,4.38
Central Potiguar,RN,2017,10258,5413,1418,262,10.87
Agreste Potiguar,RN,2017,7510,3096,726,234,4.5
Leste Potiguar,RN,2017,3050,2306,1080,468,0.67
Sertão Paraibano,PB,2017,29020,29020,3782,130,29.59
Borborema,PB,2017,11152,5185,853,165,13.72
Agreste Paraibano,PB,2017,40442,36889,15080,409,13.29
Mata Paraibana,PB,2017,1545,1545,812,526,0.32
Sertão Pernambucano,PE,2017,105894,61130,9920,162,25.29
São Francisco Pernambucano,PE,2017,13765,5114,881,172,3.03
Agreste Pernambucano,PE,2017,103750,78821,36036,457,27.25
Mata Pernambucana,PE,2017,1011,1006,1007,1001,0.28
Metropolitana de Recife,PE,2017,-,-,-,-,-
Sertão Alagoano,AL,2017,26874,12317,4375,355,33.41
Agreste Alagoano,AL,2017,15161,11624,6219,535,6.73
Leste Alagoano,AL,2017,5853,5723,3870,676,0.61
Sertão Sergipano,SE,2017,4020,4020,2854,710,1.8
Agreste Sergipano,SE,2017,9189,8984,9644,1073,4.12
Leste Sergipano,SE,2017,2217,2192,1193,544,0.77
Extremo Oeste Baiano,BA,2017,60109,60109,62746,1044,1.69
Vale São-Franciscano da Bahia,BA,2017,32308,23528,5771,245,6.15
Centro Norte Baiano,BA,2017,72714,24053,6471,269,4.52
Nordeste Baiano,BA,2017,119893,96898,35537,367,15.22
Metropolitana de Salvador,BA,2017,2737,2329,1293,555,2.83
Centro Sul Baiano,BA,2017,84021,67251,21469,319,6.1
Sul Baiano,BA,2017,2524,2508,1541,614,1.12
Noroeste de Minas,MG,2017,99680,99680,243509,2443,13.41
Norte de Minas,MG,2017,38381,28675,19867,693,8.17
Jequitinhonha,MG,2017,12803,9783,3917,400,13.52
Vale do Mucuri,MG,2017,3138,2856,1779,623,10.12
Triângulo Mineiro/Alto Paranaíba,MG,2017,36008,36008,80264,2229,1.68
Central Mineira,MG,2017,4155,4099,7442,1816,4.31
Metropolitana de Belo Horizonte,MG,2017,6935,6847,6656,972,10.65
Vale do Rio Doce,MG,2017,9148,8921,5191,582,12.34
Oeste de Minas,MG,2017,12622,12622,19786,1568,7.81
Sul/Sudoeste de Minas,MG,2017,34193,34168,48682,1425,6.21
Campo das Vertentes,MG,2017,25750,25750,44660,1734,24.91
Zona da Mata,MG,2017,22286,22256,16688,750,18.59
Noroeste Espírito-santense,ES,2017,900,890,1049,1179,16.75
Litoral Norte Espírito-santense,ES,2017,1271,1270,1856,1461,4.06
Central Espírito-santense,ES,2017,4065,4065,5378,1323,7.09
Sul Espírito-santense,ES,2017,4823,4823,3391,703,5.44
Noroeste Fluminense,RJ,2017,514,514,496,965,1.22
Norte Fluminense,RJ,2017,460,460,594,1291,0.48
Centro Fluminense,RJ,2017,267,267,288,1079,0.55
Baixadas,RJ,2017,78,78,73,936,0.76
Sul Fluminense,RJ,2017,175,175,176,1006,4.01
Metropolitana do Rio de Janeiro,RJ,2017,82,82,72,878,0.11
São José do Rio Preto,SP,2017,729,729,1350,1852,0.04
Ribeirão Preto,SP,2017,5348,5348,12404,2319,0.34
Araçatuba,SP,2017,1924,1924,4035,2097,0.33
Bauru,SP,2017,18183,18183,53740,2956,2.77
Araraquara,SP,2017,260,260,494,1900,0.04
Piracicaba,SP,2017,609,609,1200,1970,0.17
Campinas,SP,2017,10555,10555,26200,2482,2.4
Presidente Prudente,SP,2017,1006,1006,1386,1378,0.11
Marília,SP,2017,1113,1113,2520,2264,0.41
Assis,SP,2017,8974,8974,18523,2064,1.09
Itapetininga,SP,2017,43686,43686,133071,3046,8.3
Macro Metropolitana Paulista,SP,2017,4075,4075,8881,2179,3.79
Vale do Paraíba Paulista,SP,2017,1076,1076,1326,1232,3.1
Litoral Sul Paulista,SP,2017,255,255,202,792,3.33
Metropolitana de São Paulo,SP,2017,130,130,232,1785,1.88
Noroeste Paranaense,PR,2017,1148,1148,890,775,0.05
Centro Ocidental Paranaense,PR,2017,6987,6987,10932,1565,0.76
Norte Central Paranaense,PR,2017,15577,15577,21823,1401,0.93
Norte Pioneiro Paranaense,PR,2017,15787,15717,20634,1313,1.45
Centro Oriental Paranaense,PR,2017,75750,75750,156188,2062,11.29
Oeste Paranaense,PR,2017,17391,17013,27648,1625,0.99
Sudoeste Paranaense,PR,2017,109105,102045,112787,1105,10.5
Centro-Sul Paranaense,PR,2017,41180,40280,64621,1604,4.75
Sudeste Paranaense,PR,2017,118600,118400,203704,1720,14.31
Metropolitana de Curitiba,PR,2017,36859,36859,82985,2251,10.97
Oeste Catarinense,SC,2017,31728,25942,51488,1985,3.66
Norte Catarinense,SC,2017,10484,9704,17897,1844,2.3
Serrana,SC,2017,21937,21937,47509,2166,8.88
Vale do Itajaí,SC,2017,4627,3231,5484,1697,1.08
Grande Florianópolis,SC,2017,1161,1154,1474,1277,1.46
Sul Catarinense,SC,2017,7277,4560,5739,1259,1.19
Noroeste Rio-grandense,RS,2017,32415,29922,36238,1211,0.7
Nordeste Rio-grandense,RS,2017,15459,15453,37383,2419,3.96
Centro Ocidental Rio-grandense,RS,2017,3573,3573,5243,1467,0.42
Centro Oriental Rio-grandense,RS,2017,5984,5984,8131,1359,0.7
Metropolitana de Porto Alegre,RS,2017,6572,6572,6800,1035,0.75
Sudoeste Rio-grandense,RS,2017,208,208,243,1168,0.02
Sudeste Rio-grandense,RS,2017,4051,4041,4745,1174,0.44
Pantanais Sul Mato-grossense,MS,2017,630,605,659,1089,0.89
Centro Norte de Mato Grosso do Sul,MS,2017,6133,5988,7422,1239,0.65
Leste de Mato Grosso do Sul,MS,2017,3359,3359,5333,1588,0.51
Sudoeste de Mato Grosso do Sul,MS,2017,12986,12956,17924,1383,0.37
Norte Mato-grossense,MT,2017,173369,173369,243414,1404,1.53
Nordeste Mato-grossense,MT,2017,31768,31768,34123,1074,0.82
Sudoeste Mato-grossense,MT,2017,3306,3306,3697,1118,0.4
Centro-Sul Mato-grossense,MT,2017,2388,1933,1529,791,0.34
Sudeste Mato-grossense,MT,2017,48655,48655,69659,1432,1.9
Noroeste Goiano,GO,2017,16511,16511,29500,1787,15.09
Norte Goiano,GO,2017,14305,14305,32237,2254,10.22
Centro Goiano,GO,2017,3737,3735,11061,2961,1.34
Leste Goiano,GO,2017,59450,59450,140570,2365,9.48
Sul Goiano,GO,2017,60022,60022,142054,2367,1.79
Distrito Federal,DF,2017,14954,14954,44625,2984,12.4
Madeira-Guaporé,RO,2018,838,836,626,749,0.48
Leste Rondoniense,RO,2018,16242,16218,15532,958,2.57
Vale do Juruá,AC,2018,2353,2353,1302,553,3.27
Vale do Acre,AC,2018,3755,3755,2099,559,4.44
Norte Amazonense,AM,2018,-,-,-,-,-
Sudoeste Amazonense,AM,2018,560,553,647,1170,1.76
Centro Amazonense,AM,2018,606,577,472,818,0.13
Sul Amazonense,AM,2018,243,210,205,976,0.19
Norte de Roraima,RR,2018,-,-,-,-,-
Sul de Roraima,RR,2018,-,-,-,-,-
Baixo Amazonas,PA,2018,3284,3284,2015,614,0.64
Marajó,PA,2018,62,62,39,629,0.03
Metropolitana de Belém,PA,2018,640,640,546,853,1.49
Nordeste Paraense,PA,2018,13844,13844,11635,840,2.26
Sudoeste Paraense,PA,2018,5199,5199,3612,695,4.29
Sudeste Paraense,PA,2018,4083,4083,2737,670,0.23
Norte do Amapá,AP,2018,265,253,190,751,0.77
Sul do Amapá,AP,2018,741,707,592,837,0.77
Ocidental do Tocantins,TO,2018,15127,15127,19704,1303,1.67
Oriental do Tocantins,TO,2018,3436,3436,3321,967,0.32
Norte Maranhense,MA,2018,8382,8382,3866,461,4.35
Oeste Maranhense,MA,2018,11585,11585,5848,505,2.32
Centro Maranhense,MA,2018,15571,15571,7437,478,5.66
Leste Maranhense,MA,2018,19956,19956,9995,501,2.4
Sul Maranhense,MA,2018,14147,14147,8388,593,0.52
Norte Piauiense,PI,2018,27363,27363,10089,369,16.77
Centro-Norte Piauiense,PI,2018,39098,39098,12750,326,11.28
Sudoeste Piauiense,PI,2018,62592,61967,33726,544,2.16
