Meso_region_geo,State,Year,AP_ha,AC_ha,QP_ton,RMP_kgha,VP_pct
Sul Amazonense,AM,2012,2198,2198,2495,1135,2.53
Norte de Roraima,RR,2012,1775,1762,1443,819,2.25
Sul de Roraima,RR,2012,1225,1225,549,448,2.9
Baixo Amazonas,PA,2012,8546,8546,5424,635,2.21
Marajó,PA,2012,318,318,188,591,0.79
Metropolitana de Belém,PA,2012,1200,1200,624,520,2.65
Nordeste Paraense,PA,2012,23246,23246,17829,767,4.75
Sudoeste Paraense,PA,2012,8147,8147,5477,672,6.57
Sudeste Paraense,PA,2012,10098,10098,5970,591,1.21
Norte do Amapá,AP,2012,350,350,263,751,0.76
Sul do Amapá,AP,2012,750,750,662,883,1.2
Ocidental do Tocantins,TO,2012,23539,23539,26284,1117,6.4
Oriental do Tocantins,TO,2012,6782,6782,6500,958,1.31
Norte Maranhense,MA,2012,11647,11647,4367,375,3.03
Oeste Maranhense,MA,2012,19609,19609,9214,470,6.45
Centro Maranhense,MA,2012,22812,21510,10555,491,9.03
Leste Maranhense,MA,2012,24421,24358,7075,290,5.1
Sul Maranhense,MA,2012,7035,7035,3626,515,0.43
Norte Piauiense,PI,2012,21473,21383,2768,129,13.18
Centro-Norte Piauiense,PI,2012,36868,36253,4317,119,11.85
Sudoeste Piauiense,PI,2012,66526,44910,16702,372,3.02
Sudeste Piauiense,PI,2012,93374,55193,2733,50,19.63
Noroeste Cearense,CE,2012,135048,135047,18308,136,21.11
Norte Cearense,CE,2012,87901,87901,10778,123,29.26
Metropolitana de Fortaleza,CE,2012,9887,9887,1475,149,21.72
Sertões Cearenses,CE,2012,133359,129803,6648,51,55.91
Jaguaribe,CE,2012,24736,24586,4377,178,6.55
Centro-Sul Cearense,CE,2012,25180,25180,4322,172,39.08
Sul Cearense,CE,2012,40676,38786,6813,176,34.92
Oeste Potiguar,RN,2012,11876,5829,1607,276,1.48
Central Potiguar,RN,2012,4201,329,194,590,2.29
Agreste Potiguar,RN,2012,4753,6,1,167,0
Leste Potiguar,RN,2012,2097,30,10,333,0
Sertão Paraibano,PB,2012,23775,642,59,92,1.47
Borborema,PB,2012,3970,1580,131,83,1.94
Agreste Paraibano,PB,2012,32943,22583,2679,119,4.5
Mata Paraibana,PB,2012,1160,1010,330,327,0.13
Sertão Pernambucano,PE,2012,145556,9560,3748,392,5.9
São Francisco Pernambucano,PE,2012,18780,1770,2460,1390,3.96
Agreste Pernambucano,PE,2012,98817,49619,11725,236,6.91
Mata Pernambucana,PE,2012,1515,1456,294,202,0.11
Metropolitana de Recife,PE,2012,210,210,13,62,0.02
Sertão Alagoano,AL,2012,9707,3241,408,126,14.08
Agreste Alagoano,AL,2012,8219,3547,1586,447,1.59
Leste Alagoano,AL,2012,2203,2144,1082,505,0.13
Sertão Sergipano,SE,2012,5503,2657,1368,515,6.13
Agreste Sergipano,SE,2012,11789,6189,2731,441,2.39
Leste Sergipano,SE,2012,3955,3812,2205,578,1.86
Extremo Oeste Baiano,BA,2012,47086,46471,63109,1358,2.23
Vale São-Franciscano da Bahia,BA,2012,33426,21136,4326,205,3.05
Centro Norte Baiano,BA,2012,68190,41585,8660,208,6.16
Nordeste Baiano,BA,2012,61244,33826,10352,306,9.72
Metropolitana de Salvador,BA,2012,4656,4656,3064,658,4.51
Centro Sul Baiano,BA,2012,101193,58139,14390,248,5.64
Sul Baiano,BA,2012,3661,3587,2752,767,1.67
Noroeste de Minas,MG,2012,116030,115530,281873,2440,25.81
Norte de Minas,MG,2012,49954,43918,34434,784,18.49
Jequitinhonha,MG,2012,13385,12963,7941,613,14.59
Vale do Mucuri,MG,2012,5321,5321,3697,695,10.72
Triângulo Mineiro/Alto Paranaíba,MG,2012,53907,53606,115009,2145,4.56
Central Mineira,MG,2012,2863,2763,3914,1417,4.23
Metropolitana de Belo Horizonte,MG,2012,15328,15268,11670,764,9.97
Vale do Rio Doce,MG,2012,17678,17582,13747,782,14.03
Oeste de Minas,MG,2012,24715,24700,33861,1371,17.74
Sul/Sudoeste de Minas,MG,2012,58210,58210,68709,1180,10.95
Campo das Vertentes,MG,2012,24908,24782,28890,1166,23.74
Zona da Mata,MG,2012,37015,36658,30082,821,20.85
Noroeste Espírito-santense,ES,2012,1685,1685,1367,811,12.41
Litoral Norte Espírito-santense,ES,2012,2227,2227,2772,1245,3.83
Central Espírito-santense,ES,2012,7537,7502,6294,839,6.73
Sul Espírito-santense,ES,2012,6363,6363,3978,625,4.45
Noroeste Fluminense,RJ,2012,1251,1251,1152,921,1.49
Norte Fluminense,RJ,2012,821,821,701,854,0.28
Centro Fluminense,RJ,2012,723,723,786,1087,1.27
Baixadas,RJ,2012,279,279,271,971,3.17
Sul Fluminense,RJ,2012,384,384,388,1010,6.31
Metropolitana do Rio de Janeiro,RJ,2012,131,131,124,947,0.18
São José do Rio Preto,SP,2012,3300,3300,6647,2014,0.37
Ribeirão Preto,SP,2012,2571,2571,5584,2172,0.22
Araçatuba,SP,2012,1680,1680,3346,1992,0.28
Bauru,SP,2012,15346,15346,34027,2217,3.6
Araraquara,SP,2012,140,140,146,1043,0.02
Piracicaba,SP,2012,560,560,1212,2164,0.16
Campinas,SP,2012,12874,12874,29595,2299,3.61
Presidente Prudente,SP,2012,5615,5615,6482,1154,0.61
Marília,SP,2012,1076,1076,1103,1025,0.78
Assis,SP,2012,9515,9515,16026,1684,1.53
Itapetininga,SP,2012,51042,50888,85891,1688,11.53
Macro Metropolitana Paulista,SP,2012,5316,5316,10198,1918,6.03
Vale do Paraíba Paulista,SP,2012,2436,2436,6074,2493,9.26
Litoral Sul Paulista,SP,2012,175,175,111,634,1.41
Metropolitana de São Paulo,SP,2012,245,245,296,1208,4.17
Noroeste Paranaense,PR,2012,1678,1638,938,573,0.1
Centro Ocidental Paranaense,PR,2012,8437,8437,12468,1478,1.22
Norte Central Paranaense,PR,2012,31640,31640,46076,1456,2.05
Norte Pioneiro Paranaense,PR,2012,32070,31925,40614,1272,3.57
Centro Oriental Paranaense,PR,2012,88530,87890,164279,1869,13.7
Oeste Paranaense,PR,2012,33093,33073,54796,1657,3.21
Sudoeste Paranaense,PR,2012,62105,55705,81361,1461,12.11
Centro-Sul Paranaense,PR,2012,45040,44525,61228,1375,5.63
Sudeste Paranaense,PR,2012,125073,123253,147549,1197,13.03
Metropolitana de Curitiba,PR,2012,50576,50576,91062,1800,15.88
Oeste Catarinense,SC,2012,28359,27986,41457,1481,5.43
Norte Catarinense,SC,2012,10578,10578,15909,1504,2.24
Serrana,SC,2012,32410,31910,43382,1360,14.75
Vale do Itajaí,SC,2012,4370,4365,5858,1342,1.04
Grande Florianópolis,SC,2012,1545,1545,1965,1272,1.49
Sul Catarinense,SC,2012,8059,8034,7148,890,1.07
Noroeste Rio-grandense,RS,2012,35184,34453,41623,1208,1.14
Nordeste Rio-grandense,RS,2012,11134,11134,16694,1499,2.65
Centro Ocidental Rio-grandense,RS,2012,8408,8077,5623,696,0.66
Centro Oriental Rio-grandense,RS,2012,9325,9325,8576,920,0.78
Metropolitana de Porto Alegre,RS,2012,9115,9112,6402,703,0.56
Sudoeste Rio-grandense,RS,2012,710,710,671,945,0.05
Sudeste Rio-grandense,RS,2012,7956,7791,5984,768,0.51
Pantanais Sul Mato-grossense,MS,2012,660,620,644,1039,2.69
Centro Norte de Mato Grosso do Sul,MS,2012,1085,1085,1558,1436,0.16
Leste de Mato Grosso do Sul,MS,2012,1713,1713,3284,1917,0.44
Sudoeste de Mato Grosso do Sul,MS,2012,15974,15874,26208,1651,0.82
Norte Mato-grossense,MT,2012,117638,117638,151310,1286,1.44
Nordeste Mato-grossense,MT,2012,15835,15835,17745,1121,0.54
Sudoeste Mato-grossense,MT,2012,1577,1542,1131,733,0.32
Centro-Sul Mato-grossense,MT,2012,1206,1206,949,787,0.51
Sudeste Mato-grossense,MT,2012,45155,45155,72230,1600,2.21
Noroeste Goiano,GO,2012,4566,4566,11590,2538,11.05
Norte Goiano,GO,2012,7235,7235,16527,2284,11.35
Centro Goiano,GO,2012,3665,3665,8507,2321,1.4
Leste Goiano,GO,2012,74457,74457,182664,2453,15.78
Sul Goiano,GO,2012,50580,50580,117016,2313,2.65
Distrito Federal,DF,2012,16898,16898,49389,2923,21.52
Madeira-Guaporé,RO,2013,4353,4347,1878,432,2.35
Leste Rondoniense,RO,2013,29288,29128,26115,897,6.03
Vale do Juruá,AC,2013,5648,5648,3258,577,4.52
Vale do Acre,AC,2013,6372,6019,3346,556,3.32
Norte Amazonense,AM,2013,98,98,108,1102,1.01
Sudoeste Amazonense,AM,2013,561,552,518,938,1.36
Centro Amazonense,AM,2013,1560,1490,1350,906,0.48
Sul Amazonense,AM,2013,1529,1527,1910,1251,1.92
Norte de Roraima,RR,2013,1605,1572,1341,853,1.53
Sul de Roraima,RR,2013,1199,1199,910,759,3.33
Baixo Amazonas,PA,2013,7769,7769,4936,635,1.4
Marajó,PA,2013,135,135,89,659,0.41
Metropolitana de Belém,PA,2013,830,830,500,602,1.02
Nordeste Paraense,PA,2013,17411,17411,13930,800,1.87
Sudoeste Paraense,PA,2013,7752,7752,5046,651,6.02
Sudeste Paraense,PA,2013,10044,10044,6236,621,1.19
Norte do Amapá,AP,2013,393,390,314,805,0.59
Sul do Amapá,AP,2013,883,860,866,1007,0.82
Ocidental do Tocantins,TO,2013,16685,16685,15599,935,3.14
Oriental do Tocantins,TO,2013,3113,3113,2349,755,0.59
Norte Maranhense,MA,2013,13730,13730,5018,365,2.87
Oeste Maranhense,MA,2013,19411,19411,9272,478,3.83
Centro Maranhense,MA,2013,22701,22701,11641,513,8.12
Leste Maranhense,MA,2013,27737,27671,9956,360,4.34
Sul Maranhense,MA,2013,10497,10497,7096,676,0.78
Norte Piauiense,PI,2013,22882,22558,3662,162,14.29
Centro-Norte Piauiense,PI,2013,39570,36763,4483,122,12.15
Sudoeste Piauiense,PI,2013,76843,75839,27677,365,6.92
Sudeste Piauiense,PI,2013,96772,63027,4011,64,34.22
Noroeste Cearense,CE,2013,100571,100571,17673,176,9.6
Norte Cearense,CE,2013,61466,61460,9896,161,14.72
Metropolitana de Fortaleza,CE,2013,6051,5589,1010,181,17.07
Sertões Cearenses,CE,2013,82229,82229,11117,135,50.55
Jaguaribe,CE,2013,24323,24323,6952,286,5.91
Centro-Sul Cearense,CE,2013,14445,14445,3067,212,31.31
Sul Cearense,CE,2013,29867,29867,5915,198,15.64
Oeste Potiguar,RN,2013,16133,6519,2992,459,2.47
Central Potiguar,RN,2013,3430,1381,937,678,13.52
Agreste Potiguar,RN,2013,12870,7014,2597,370,5.68
Leste Potiguar,RN,2013,4825,4176,2306,552,0.75
Sertão Paraibano,PB,2013,9508,5920,442,75,14.51
Borborema,PB,2013,2590,1250,288,230,4.86
Agreste Paraibano,PB,2013,41893,40753,19892,488,19
Mata Paraibana,PB,2013,2828,2828,1585,560,0.54
Sertão Pernambucano,PE,2013,9966,3352,1241,370,3.24
São Francisco Pernambucano,PE,2013,7232,542,251,463,0.43
Agreste Pernambucano,PE,2013,67106,66105,39267,594,19.62
Mata Pernambucana,PE,2013,789,789,339,430,0.14
Metropolitana de Recife,PE,2013,-,-,-,-,-
Sertão Alagoano,AL,2013,29841,14137,3637,257,48.52
Agreste Alagoano,AL,2013,13928,12534,5964,476,6.11
Leste Alagoano,AL,2013,2195,2058,1088,529,0.12
Sertão Sergipano,SE,2013,9980,8061,5342,663,4.91
Agreste Sergipano,SE,2013,12236,12236,10720,876,5.06
Leste Sergipano,SE,2013,3143,3143,1824,580,1.27
Extremo Oeste Baiano,BA,2013,52175,47345,51374,1085,2.25
Vale São-Franciscano da Bahia,BA,2013,31337,24570,6016,245,8.74
Centro Norte Baiano,BA,2013,90962,55152,27323,495,18.76
Nordeste Baiano,BA,2013,168233,155330,122681,790,39.93
Metropolitana de Salvador,BA,2013,5568,5568,4180,751,4.88
Centro Sul Baiano,BA,2013,109493,82351,16072,195,5.58
Sul Baiano,BA,2013,3870,3870,3058,790,1.85
Noroeste de Minas,MG,2013,120440,115440,219148,1898,19.99
Norte de Minas,MG,2013,45501,28671,28269,986,14.71
Jequitinhonha,MG,2013,12156,9128,4946,542,12.43
Vale do Mucuri,MG,2013,3418,3368,2604,773,8.58
Triângulo Mineiro/Alto Paranaíba,MG,2013,48324,48124,100172,2082,3.7
Central Mineira,MG,2013,5232,4972,10539,2120,10.81
Metropolitana de Belo Horizonte,MG,2013,14258,14258,10691,750,9.59
Vale do Rio Doce,MG,2013,17086,16559,12854,776,15.5
Oeste de Minas,MG,2013,30029,29816,46107,1546,22.06
Sul/Sudoeste de Minas,MG,2013,62916,62129,73821,1188,10.63
Campo das Vertentes,MG,2013,25336,25336,26793,1058,20.89
Zona da Mata,MG,2013,34107,33952,28351,835,22.8
Noroeste Espírito-santense,ES,2013,1607,1607,1331,828,14.19
Litoral Norte Espírito-santense,ES,2013,2147,2147,2776,1293,4.25
Central Espírito-santense,ES,2013,7065,7065,5985,847,6.49
Sul Espírito-santense,ES,2013,5227,5227,3237,619,5.22
Noroeste Fluminense,RJ,2013,1201,1201,1123,935,2.07
Norte Fluminense,RJ,2013,547,547,509,931,0.29
Centro Fluminense,RJ,2013,738,738,803,1088,1.35
Baixadas,RJ,2013,212,212,202,953,2.62
Sul Fluminense,RJ,2013,274,264,274,1038,4.75
Metropolitana do Rio de Janeiro,RJ,2013,114,113,128,1133,0.1
São José do Rio Preto,SP,2013,1841,1841,3218,1748,0.2
Ribeirão Preto,SP,2013,5741,5740,12416,2163,0.43
Araçatuba,SP,2013,2748,2748,4477,1629,0.45
Bauru,SP,2013,15669,15669,34814,2222,1.6
Araraquara,SP,2013,140,140,163,1164,0.01
Piracicaba,SP,2013,2800,2760,6556,2375,0.84
Campinas,SP,2013,11823,11823,25139,2126,2.77
Presidente Prudente,SP,2013,2854,2854,3121,1094,0.33
Marília,SP,2013,790,790,833,1054,0.47
Assis,SP,2013,15101,15101,28114,1862,3.32
Itapetininga,SP,2013,48170,48170,85403,1773,9.37
Macro Metropolitana Paulista,SP,2013,5080,5080,9375,1845,6.14
Vale do Paraíba Paulista,SP,2013,1755,1680,2518,1499,6.16
Litoral Sul Paulista,SP,2013,205,205,119,580,1.41
Metropolitana de São Paulo,SP,2013,127,127,205,1614,2.9
Noroeste Paranaense,PR,2013,1218,1179,685,581,7.00E-02
Centro Ocidental Paranaense,PR,2013,5956,4995,5837,1169,0.62
Norte Central Paranaense,PR,2013,28891,28881,40584,1405,2.46
Norte Pioneiro Paranaense,PR,2013,29115,29112,35702,1226,3.59
Centro Oriental Paranaense,PR,2013,87912,82112,126674,1543,11.41
Oeste Paranaense,PR,2013,37251,37251,60723,1630,2.72
Sudoeste Paranaense,PR,2013,77482,75167,105375,1402,11.75
Centro-Sul Paranaense,PR,2013,45636,43744,59437,1359,5.37
Sudeste Paranaense,PR,2013,121667,117911,155219,1316,14.1
Metropolitana de Curitiba,PR,2013,46302,46302,87869,1898,13.7
Oeste Catarinense,SC,2013,26521,26388,43820,1661,4.26
Norte Catarinense,SC,2013,10111,10111,17869,1767,2.29
Serrana,SC,2013,30200,30200,55885,1850,17.97
Vale do Itajaí,SC,2013,4346,4286,6995,1632,1.46
Grande Florianópolis,SC,2013,1235,1235,1771,1434,1.37
Sul Catarinense,SC,2013,7935,7935,9515,1199,1.94
Noroeste Rio-grandense,RS,2013,30242,30094,42963,1428,0.76
Nordeste Rio-grandense,RS,2013,10802,10802,19967,1848,3.13
Centro Ocidental Rio-grandense,RS,2013,6131,6131,8910,1453,0.73
Centro Oriental Rio-grandense,RS,2013,8881,8881,9944,1120,0.75
Metropolitana de Porto Alegre,RS,2013,8331,8331,7941,953,0.76
Sudoeste Rio-grandense,RS,2013,570,570,828,1453,0.06
Sudeste Rio-grandense,RS,2013,7575,7575,4252,561,0.4
Pantanais Sul Mato-grossense,MS,2013,980,980,985,1005,3.61
Centro Norte de Mato Grosso do Sul,MS,2013,969,819,931,1137,0.13
Leste de Mato Grosso do Sul,MS,2013,3223,3219,4971,1544,0.64
Sudoeste de Mato Grosso do Sul,MS,2013,15906,15891,20676,1301,0.82
Norte Mato-grossense,MT,2013,140227,139427,185964,1334,2
Nordeste Mato-grossense,MT,2013,14730,14730,18916,1284,0.59
Sudoeste Mato-grossense,MT,2013,3419,3419,3927,1149,0.88
Centro-Sul Mato-grossense,MT,2013,768,768,642,836,0.41
Sudeste Mato-grossense,MT,2013,48014,48014,70168,1461,2.36
Noroeste Goiano,GO,2013,8504,8504,19937,2344,17.73
Norte Goiano,GO,2013,8780,8780,18229,2076,9.57
Centro Goiano,GO,2013,3156,3154,7635,2421,1.32
Leste Goiano,GO,2013,66645,66445,148532,2235,9.51
Sul Goiano,GO,2013,44088,43980,99694,2267,2.46
Distrito Federal,DF,2013,16347,16347,25032,1531,12.46
Madeira-Guaporé,RO,2014,3571,3466,2214,639,2.07
Leste Rondoniense,RO,2014,23526,23391,19373,828,3.76
Vale do Juruá,AC,2014,3270,2943,2079,706,2.72
Vale do Acre,AC,2014,4924,4476,2578,576,2.35
Norte Amazonense,AM,2014,57,56,51,911,0.53
Sudoeste Amazonense,AM,2014,450,450,400,889,1.42
Centro Amazonense,AM,2014,777,743,675,908,0.24
Sul Amazonense,AM,2014,1005,955,680,712,1.24
Norte de Roraima,RR,2014,1415,1382,973,704,1.3
Sul de Roraima,RR,2014,1239,1239,913,737,5.26
Baixo Amazonas,PA,2014,7562,7562,4788,633,1.44
Marajó,PA,2014,20,20,12,600,0.07
Metropolitana de Belém,PA,2014,700,700,381,544,1.22
Nordeste Paraense,PA,2014,16121,16121,12901,800,3.76
Sudoeste Paraense,PA,2014,7690,7690,5024,653,4.47
Sudeste Paraense,PA,2014,9231,9231,5645,612,1.01
Norte do Amapá,AP,2014,365,355,291,820,0.44
Sul do Amapá,AP,2014,870,825,752,912,0.45
Ocidental do Tocantins,TO,2014,9376,9316,9891,1062,0.96
Oriental do Tocantins,TO,2014,2134,2134,2527,1184,0.71
Norte Maranhense,MA,2014,13570,13570,6439,475,3.04
Oeste Maranhense,MA,2014,19522,19522,9619,493,4.97
Centro Maranhense,MA,2014,22697,22697,12225,539,7.72
Leste Maranhense,MA,2014,27847,27847,12044,433,2.14
Sul Maranhense,MA,2014,13937,13937,9661,693,0.59
Norte Piauiense,PI,2014,23617,23617,5675,240,14.06
Centro-Norte Piauiense,PI,2014,38967,38691,8304,215,10.75
Sudoeste Piauiense,PI,2014,73622,72804,31983,439,3.12
Sudeste Piauiense,PI,2014,95698,79112,9316,118,37.81
Noroeste Cearense,CE,2014,105298,105298,22273,212,12.21
Norte Cearense,CE,2014,80234,80234,17322,216,20.96
Metropolitana de Fortaleza,CE,2014,7357,7357,1863,253,19.02
Sertões Cearenses,CE,2014,128993,128993,35283,274,47.71
Jaguaribe,CE,2014,30409,30409,9027,297,6.43
Centro-Sul Cearense,CE,2014,22620,22620,8807,389,24.5
Sul Cearense,CE,2014,28755,28755,14423,502,15.1
Oeste Potiguar,RN,2014,20842,14373,6468,450,4.57
Central Potiguar,RN,2014,10510,4061,990,244,7.59
Agreste Potiguar,RN,2014,8260,2180,885,406,1.45
Leste Potiguar,RN,2014,4600,3900,1759,451,0.65
Sertão Paraibano,PB,2014,28317,25179,7475,297,37.61
Borborema,PB,2014,13790,5190,762,147,9.81
Agreste Paraibano,PB,2014,40065,33504,8664,259,8.34
Mata Paraibana,PB,2014,2124,2067,973,471,0.27
Sertão Pernambucano,PE,2014,116965,85470,16937,198,17.18
São Francisco Pernambucano,PE,2014,12890,5460,810,148,1.61
Agreste Pernambucano,PE,2014,98690,98610,34708,352,21.57
Mata Pernambucana,PE,2014,783,783,324,414,0.1
Metropolitana de Recife,PE,2014,15,15,8,533,0.01
Sertão Alagoano,AL,2014,31448,17206,4883,284,37.02
Agreste Alagoano,AL,2014,15245,14940,7017,470,5.18
Leste Alagoano,AL,2014,2400,2399,1234,514,0.11
Sertão Sergipano,SE,2014,4250,3322,3265,983,2.47
Agreste Sergipano,SE,2014,7413,5935,5147,867,2.43
Leste Sergipano,SE,2014,2961,2688,1765,657,1.31
Extremo Oeste Baiano,BA,2014,107018,100618,173485,1724,2.39
Vale São-Franciscano da Bahia,BA,2014,33204,30661,23256,758,4.66
Centro Norte Baiano,BA,2014,134731,77245,30246,392,8.19
Nordeste Baiano,BA,2014,181681,176585,95520,541,27.6
Metropolitana de Salvador,BA,2014,6120,6120,3992,652,2.5
Centro Sul Baiano,BA,2014,116651,104503,27834,266,4.69
Sul Baiano,BA,2014,2751,2749,1995,726,1.08
Noroeste de Minas,MG,2014,109650,109650,244491,2230,11.14
Norte de Minas,MG,2014,40632,30725,24902,810,7.16
Jequitinhonha,MG,2014,11810,11530,7255,629,10.77
Vale do Mucuri,MG,2014,3441,3441,2848,828,5.45
Triângulo Mineiro/Alto Paranaíba,MG,2014,44243,44243,97563,2205,1.92
Central Mineira,MG,2014,3802,3802,6617,1740,2.75
Metropolitana de Belo Horizonte,MG,2014,13222,13187,10658,808,6.22
Vale do Rio Doce,MG,2014,16183,15895,13423,844,9.94
Oeste de Minas,MG,2014,27473,27320,38783,1420,10.71
Sul/Sudoeste de Minas,MG,2014,60014,57852,68560,1185,6.41
Campo das Vertentes,MG,2014,27733,27488,31942,1162,14.87
Zona da Mata,MG,2014,31588,31492,26161,831,14.63
Noroeste Espírito-santense,ES,2014,1608,1558,1463,939,17.28
Litoral Norte Espírito-santense,ES,2014,2391,2361,3052,1293,3.74
Central Espírito-santense,ES,2014,6942,6942,6246,900,6.14
Sul Espírito-santense,ES,2014,5344,5344,3372,631,4.96
Noroeste Fluminense,RJ,2014,942,912,809,887,1.03
Norte Fluminense,RJ,2014,468,424,373,880,0.22
Centro Fluminense,RJ,2014,727,727,766,1054,1
Baixadas,RJ,2014,245,245,259,1057,2.06
Sul Fluminense,RJ,2014,134,125,128,1024,4.16
Metropolitana do Rio de Janeiro,RJ,2014,115,110,131,1191,0.21
São José do Rio Preto,SP,2014,1405,1305,2068,1585,0.07
Ribeirão Preto,SP,2014,4273,4273,8911,2085,0.22
Araçatuba,SP,2014,1296,1296,1492,1151,0.14
Bauru,SP,2014,16591,16591,37498,2260,2.16
Araraquara,SP,2014,163,163,216,1325,0.02
Piracicaba,SP,2014,2253,2253,4365,1937,0.81
Campinas,SP,2014,11978,11978,26702,2229,2.85
Presidente Prudente,SP,2014,3294,3294,3609,1096,0.38
Marília,SP,2014,429,429,411,958,0.1
Assis,SP,2014,11031,11031,22081,2002,1.31
Itapetininga,SP,2014,35140,35140,76172,2168,4.04
Macro Metropolitana Paulista,SP,2014,4843,4843,9122,1884,4.41
Vale do Paraíba Paulista,SP,2014,1010,1010,1510,1495,3.6
Litoral Sul Paulista,SP,2014,200,200,140,700,2.16
Metropolitana de São Paulo,SP,2014,112,112,193,1723,1.71
Noroeste Paranaense,PR,2014,1194,1194,1036,868,0.05
Centro Ocidental Paranaense,PR,2014,8314,8064,10392,1289,0.37
Norte Central Paranaense,PR,2014,30171,30171,46758,1550,1.42
Norte Pioneiro Paranaense,PR,2014,29755,29755,42654,1434,3.63
Centro Oriental Paranaense,PR,2014,79323,79323,156076,1968,9.44
Oeste Paranaense,PR,2014,31960,31944,45962,1439,1.18
Sudoeste Paranaense,PR,2014,114790,113425,159313,1405,9.71
Centro-Sul Paranaense,PR,2014,49240,49175,74206,1509,4.07
Sudeste Paranaense,PR,2014,117400,116210,181288,1560,13.37
Metropolitana de Curitiba,PR,2014,49764,49764,95938,1928,12.05
Oeste Catarinense,SC,2014,29912,29852,53171,1781,3.29
Norte Catarinense,SC,2014,11064,11054,20915,1892,3.01
Serrana,SC,2014,32935,32935,53224,1616,8.8
Vale do Itajaí,SC,2014,5782,5397,8097,1500,1.54
Grande Florianópolis,SC,2014,1183,1183,1484,1254,0.81
Sul Catarinense,SC,2014,8423,7597,8280,1090,1.73
Noroeste Rio-grandense,RS,2014,35691,35436,54425,1536,1
Nordeste Rio-grandense,RS,2014,13342,13342,25720,1928,2.55
Centro Ocidental Rio-grandense,RS,2014,5084,5084,7923,1558,0.62
Centro Oriental Rio-grandense,RS,2014,7801,7801,10118,1297,0.96
Metropolitana de Porto Alegre,RS,2014,7485,7485,6808,910,0.69
Sudoeste Rio-grandense,RS,2014,740,740,1075,1453,0.06
Sudeste Rio-grandense,RS,2014,6245,6245,4696,752,0.41
Pantanais Sul Mato-grossense,MS,2014,540,540,603,1117,0.96
Centro Norte de Mato Grosso do Sul,MS,2014,2583,2583,3436,1330,0.2
Leste de Mato Grosso do Sul,MS,2014,2731,2681,3836,1431,0.22
Sudoeste de Mato Grosso do Sul,MS,2014,14453,13847,21366,1543,0.27
Norte Mato-grossense,MT,2014,151010,151010,210325,1393,1.21
Nordeste Mato-grossense,MT,2014,20096,19896,21264,1069,0.42
Sudoeste Mato-grossense,MT,2014,2647,2647,3367,1272,0.49
Centro-Sul Mato-grossense,MT,2014,746,746,909,1218,0.34
Sudeste Mato-grossense,MT,2014,49430,49430,68178,1379,1.31
Noroeste Goiano,GO,2014,10523,10523,25204,2395,8.45
Norte Goiano,GO,2014,7815,7815,17519,2242,6.65
Centro Goiano,GO,2014,1300,1300,2215,1704,0.31
Leste Goiano,GO,2014,61667,61667,162923,2642,8.59
Sul Goiano,GO,2014,48186,48066,108426,2256,1.26
Distrito Federal,DF,2014,16246,16246,44350,2730,11.59
Madeira-Guaporé,RO,2015,2758,2754,1901,690,1.39
Leste Rondoniense,RO,2015,19527,19421,17574,905,2.98
Vale do Juruá,AC,2015,3006,2979,1859,624,3.48
Vale do Acre,AC,2015,4573,4096,2367,578,2.74
Norte Amazonense,AM,2015,49,47,47,1000,0.26
Sudoeste Amazonense,AM,2015,779,770,714,927,1.28
Centro Amazonense,AM,2015,938,906,796,879,0.28
Sul Amazonense,AM,2015,720,705,877,1244,0.93
Norte de Roraima,RR,2015,1700,1700,1144,673,1.11
Sul de Roraima,RR,2015,988,988,820,830,4.08
Baixo Amazonas,PA,2015,7584,7584,4764,628,1.74
Marajó,PA,2015,67,56,29,518,0.06
Metropolitana de Belém,PA,2015,790,790,529,670,1.06
Nordeste Paraense,PA,2015,14944,14944,11301,756,3.37
Sudoeste Paraense,PA,2015,6085,6085,3899,641,3.35
Sudeste Paraense,PA,2015,6895,6895,4278,620,0.56
Norte do Amapá,AP,2015,335,320,262,819,0.48
Sul do Amapá,AP,2015,794,780,718,921,0.53
Ocidental do Tocantins,TO,2015,7031,7031,6237,887,0.82
Oriental do Tocantins,TO,2015,1539,1539,1414,919,0.25
Norte Maranhense,MA,2015,9415,9415,4138,440,2.46
Oeste Maranhense,MA,2015,18008,18008,9234,513,5.2
Centro Maranhense,MA,2015,23183,23183,12958,559,8.55
Leste Maranhense,MA,2015,24283,24283,11242,463,4.45
Sul Maranhense,MA,2015,11859,11859,8346,704,0.54
Norte Piauiense,PI,2015,23924,23836,3571,150,14.92
Centro-Norte Piauiense,PI,2015,36831,36628,5518,151,7.93
Sudoeste Piauiense,PI,2015,51144,42683,17751,416,1.76
Sudeste Piauiense,PI,2015,99710,83825,20691,247,45.16
Noroeste Cearense,CE,2015,106319,106319,17117,161,12.83
Norte Cearense,CE,2015,79961,79961,14833,186,25.99
Metropolitana de Fortaleza,CE,2015,6125,6125,1134,185,19.28
Sertões Cearenses,CE,2015,137904,137869,20733,150,58.39
Jaguaribe,CE,2015,31691,31691,5112,161,7.3
Centro-Sul Cearense,CE,2015,18265,18265,2090,114,31.53
Sul Cearense,CE,2015,24382,24382,6349,260,15.78
Oeste Potiguar,RN,2015,17613,6848,1950,285,1.69
Central Potiguar,RN,2015,8313,1308,235,180,1.63
Agreste Potiguar,RN,2015,14555,3646,888,244,2.62
